Unnamed: 0,date,caption,day,month,year,clean_text,hashtags,mentions,price_batch_1,price_batch_2,price_batch_3,post_category,comp_category,organizer,target_audience,min_team_size,max_team_size,registration_fee,original_index
397,2025-03-30,"Digiers, Persiapkan dirimu untuk Alibaba Cloud Indonesia GenAI Hackathon 2025! 🚀🔥 

Kesempatan emas untuk kamu khususnya bagi para developer, mahasiswa, dan AI enthusiast untuk mengeksplorasi teknologi terbaru, membangun solusi inovatif, dan bersaing dengan talenta terbaik di Indonesia! 🙌🏻

Benefit: 
🏆 Hadiah jutaan rupiah dan Alibaba Cloud credits 
🤝 Certificate Of Completion (Komdigi)
✨ Clouder Certification (Alibaba) 

Jadilah bagian dari inovasi yang mengubah industri! 🌍💡 
Siap menerima tantangan? Daftarkan dirimu sekarang! 🔗 s.id/dts-GenAI-Hackathon

 #Komdigi #Kemenkomdigi #Kemkomdigi #DTS #JadiJagoanDigital #DigitalTalentScholarship #MakinCakapDigital @kemkomdigi @digitalent.kemkomdigi @meutya_hafid @duniameutya #ArtificialIntelligence #AI #Digitalent #SertifikasiAI #GenAIHackathon2025 #Alibaba #Cloud #AlibabaCloud #AlibabaCloudIndonesia #GenAiHackathon #AIRevolution #AIEnthusiast #ClouderCertification #Certification",30,3,2025,"Digiers, Persiapkan dirimu untuk Alibaba Cloud Indonesia GenAI Hackathon 2025!   Kesempatan emas untuk kamu khususnya bagi para developer, mahasiswa, dan AI enthusiast untuk mengeksplorasi teknologi terbaru, membangun solusi inovatif, dan bersaing dengan talenta terbaik di Indonesia!  Benefit:   Hadiah jutaan rupiah dan Alibaba Cloud credits   Certificate Of Completion (Komdigi)  Clouder Certification (Alibaba)  Jadilah bagian dari inovasi yang mengubah industri!   Siap menerima tantangan? Daftarkan dirimu sekarang!  s.id/dts-GenAI-Hackathon  #Komdigi #Kemenkomdigi #Kemkomdigi #DTS #JadiJagoanDigital #DigitalTalentScholarship #MakinCakapDigital @kemkomdigi @digitalent.kemkomdigi @meutya_hafid @duniameutya #ArtificialIntelligence #AI #Digitalent #SertifikasiAI #GenAIHackathon2025 #Alibaba #Cloud #AlibabaCloud #AlibabaCloudIndonesia #GenAiHackathon #AIRevolution #AIEnthusiast #ClouderCertification #Certification","['Komdigi', 'Kemenkomdigi', 'Kemkomdigi', 'DTS', 'JadiJagoanDigital', 'DigitalTalentScholarship', 'MakinCakapDigital', 'ArtificialIntelligence', 'AI', 'Digitalent', 'SertifikasiAI', 'GenAIHackathon2025', 'Alibaba', 'Cloud', 'AlibabaCloud', 'AlibabaCloudIndonesia', 'GenAiHackathon', 'AIRevolution', 'AIEnthusiast', 'ClouderCertification', 'Certification']","['kemkomdigi', 'digitalent', 'meutya_hafid', 'duniameutya']",,,,COMPETITION,"['AI Innovation Challenge', 'Hackathon']",Alibaba Cloud Indonesia,"['Mahasiswa', 'Umum']",,,[0],397.0
398,2025-03-29,"[ROBOT LINE FOLLOWER COMPETITION]

Saatnya robotmu unjuk kecepatan dan ketepatan! ⚡🚀
Ayo ikuti Kompetisi Line Follower untuk pelajar SMA/SMK dan menangkan jutaan rupiah! 🏆💰

🔹 Pendaftaran: Rp. 75.000
🔹 Batas waktu: 27 Mei 2025
🔹 Daftar sekarang di: https://linktr.ee/elektroscu

Jadilah yang tercepat, taklukkan lintasan, dan raih gelar juara! 🔥🤖

#LineFollowerCompetition #Robotika #KompetisiRobot #Elektronika #SCU",29,3,2025,"[ROBOT LINE FOLLOWER COMPETITION] Saatnya robotmu unjuk kecepatan dan ketepatan!  Ayo ikuti Kompetisi Line Follower untuk pelajar SMA/SMK dan menangkan jutaan rupiah!   Pendaftaran: Rp. 75.000  Batas waktu: 27 Mei 2025  Daftar sekarang di: https://linktr.ee/elektroscu Jadilah yang tercepat, taklukkan lintasan, dan raih gelar juara!  #LineFollowerCompetition #Robotika #KompetisiRobot #Elektronika #SCU","['LineFollowerCompetition', 'Robotika', 'KompetisiRobot', 'Elektronika', 'SCU']",[],75000.0,,,COMPETITION,"['Robotics Competition', 'Non-IT Competition']",elektroscu,"['SMA', 'SMK']",1.0,1.0,[75000],398.0
399,2025-03-28,"🚀 IoT CHALLENGE CUP 2025 🚀

Siapkan tim terbaikmu dan tunjukkan inovasi dalam teknologi Internet of Things (IoT)! 

🔹 Tema: Digital Transformation in Developing Nusantara Towards the Era of Technology 5.0 

🏆 Benefit:
✅ Hadiah *jutaan rupiah* untuk juara 1, 2, dan 3 
✅ E-Sertifikat untuk semua peserta 

📌 Persyaratan:
🔹 Peserta adalah SMA/SMK/Sederajat se-Indonesia 
🔹 Tim terdiri dari 1-3 orang dari sekolah yang sama 
🔹 Proyek harus berbasis IoT, bisa berupa prototipe perangkat keras (hardware) atau aplikasi berbasis IoT 
🔹 Karya harus orisinil dan belum pernah diikutsertakan dalam lomba lain 

📅 Timeline:
📍 Open Registrasi: 26 Maret 2025 
📍 Opening Ceremony: 29 April 2025 
📍 Deadline Pengerjaan: 13 Mei 2025 
📍 Penilaian Juri: 14 Mei 2025 
📍 Closing Ceremony: 15 Mei 2025 

💰 Biaya Pendaftaran: Rp50.000/tim 

🔗 Daftar sekarang!
bit.ly/Registration_IoT_SSWIC2025

📞 Contact Person: 
📲 Ayu: 081296401076 
📲 Ilham: 088902092547 

Jangan lewatkan kesempatan ini! Ayo ciptakan solusi IoT yang inovatif dan berkontribusi dalam transformasi digital Nusantara! 🌍✨

#IoTChallengeCup2025
#hmeumb
#SmartSolutionWithIoT
#iot
#iotcompetition 
#IoTInnovation
#lombaiot",28,3,2025,"IoT CHALLENGE CUP 2025  Siapkan tim terbaikmu dan tunjukkan inovasi dalam teknologi Internet of Things (IoT)!   Tema: Digital Transformation in Developing Nusantara Towards the Era of Technology 5.0   Benefit:  Hadiah *jutaan rupiah* untuk juara 1, 2, dan 3   E-Sertifikat untuk semua peserta   Persyaratan:  Peserta adalah SMA/SMK/Sederajat se-Indonesia   Tim terdiri dari 1-3 orang dari sekolah yang sama   Proyek harus berbasis IoT, bisa berupa prototipe perangkat keras (hardware) atau aplikasi berbasis IoT   Karya harus orisinil dan belum pernah diikutsertakan dalam lomba lain   Timeline:  Open Registrasi: 26 Maret 2025   Opening Ceremony: 29 April 2025   Deadline Pengerjaan: 13 Mei 2025   Penilaian Juri: 14 Mei 2025   Closing Ceremony: 15 Mei 2025   Biaya Pendaftaran: Rp50.000/tim   Daftar sekarang! bit.ly/Registration_IoT_SSWIC2025  Contact Person:   Ayu: 081296401076   Ilham: 088902092547  Jangan lewatkan kesempatan ini! Ayo ciptakan solusi IoT yang inovatif dan berkontribusi dalam transformasi digital Nusantara!  #IoTChallengeCup2025 #hmeumb #SmartSolutionWithIoT #iot #iotcompetition  #IoTInnovation #lombaiot","['IoTChallengeCup2025', 'hmeumb', 'SmartSolutionWithIoT', 'iot', 'iotcompetition', 'IoTInnovation', 'lombaiot']",[],50000.0,,,COMPETITION,['Science Olympiad'],SSWIC2025,['SMA'],1.0,3.0,[50000],399.0
400,2025-03-28,"Kickstart Your Innovation with Ignyte’s 1st Challenge!🚀

In partnership with the UAE Minister of Artificial Intelligence, Digital Economy & Remote Work Office we’re on a mission to help SMEs unlock their full potential through business automation.

💡 Your Challenge: Create a solution to streamline SME operations, cut costs, and boost productivity with smart automation.
🏆 Prizes Await: Gain recognition, secure funding, and turn your ideas into real-world solutions!
🌍 Who Can Join? Open to start-ups, students, professionals, and anyone passionate about making a difference in business process automation.
⏳ Deadline: Apr 6, 2025 

Don’t wait, register today using the link in our bio and shape the future of SMEs! 

#InnovationInAction #BusinessAutomation #IgnyteChallenge #Ignyte",28,3,2025,"Kickstart Your Innovation with Ignytes 1st Challenge! In partnership with the UAE Minister of Artificial Intelligence, Digital Economy & Remote Work Office were on a mission to help SMEs unlock their full potential through business automation.  Your Challenge: Create a solution to streamline SME operations, cut costs, and boost productivity with smart automation.  Prizes Await: Gain recognition, secure funding, and turn your ideas into real-world solutions!  Who Can Join? Open to start-ups, students, professionals, and anyone passionate about making a difference in business process automation.  Deadline: Apr 6, 2025  Dont wait, register today using the link in our bio and shape the future of SMEs!  #InnovationInAction #BusinessAutomation #IgnyteChallenge #Ignyte","['InnovationInAction', 'BusinessAutomation', 'IgnyteChallenge', 'Ignyte']",[],,,,COMPETITION,['AI Innovation Challenge'],"UAE Minister of Artificial Intelligence, Digital Economy & Remote Work Office",['Umum'],,,[0],400.0
401,2025-03-27,"Admin notes:
Mohon cek @gksk_official untuk informasi lebih lanjut.",27,3,2025,Admin notes: Mohon cek @gksk_official untuk informasi lebih lanjut.,[],['gksk_official'],,,,OTHER,,,['Umum'],,,[],401.0
402,2025-03-27,"Mini Scratch Competition - Love My Earth 🌍

Pernah kepikiran gimana cara sederhana buat jaga bumi? Bisa lewat hal kecil seperti hemat listrik, kurangi sampah plastik, atau tanam pohon di rumah. Nah, sekarang waktunya kamu tunjukkan caramu lewat animasi di Scratch!

 Total hadiah 1 juta rupiah menanti! 💸

📅 Periode: 20 Maret – 20 April 2025
🏆 Pengumuman: 22 April 2025 (Hari Bumi)

Bagaimana cara ikutan lomba ini?
✅ Follow akun Instagram @kodingnext
✅ Daftar sekarang di bit.ly/lovemyearth
✅ Buat animasi menggunakan Scratch 3.0 yang berdurasi 30-60 detik yang menunjukkan caramu mencintai bumi dalam kehidupan sehari-hari
✅ Upload ke Instagram (akun WAJIB publik)
✅ Tag @KodingNext dan gunakan #LoveMyEarth #KodingNext

Jangan sampai kelewatan! Yuk, mulai animasimu sekarang dan tunjukkan aksi nyatamu untuk bumi! 🌱

#kodingnext #codingforkids #belajarcoding #sekolahcoding #codingforbeginners #scratch #scratchcompetition #lombagratis #infolomba #lombaanak",27,3,2025,"Mini Scratch Competition - Love My Earth  Pernah kepikiran gimana cara sederhana buat jaga bumi? Bisa lewat hal kecil seperti hemat listrik, kurangi sampah plastik, atau tanam pohon di rumah. Nah, sekarang waktunya kamu tunjukkan caramu lewat animasi di Scratch!  Total hadiah 1 juta rupiah menanti!   Periode: 20 Maret  20 April 2025  Pengumuman: 22 April 2025 (Hari Bumi) Bagaimana cara ikutan lomba ini?  Follow akun Instagram @kodingnext  Daftar sekarang di bit.ly/lovemyearth  Buat animasi menggunakan Scratch 3.0 yang berdurasi 30-60 detik yang menunjukkan caramu mencintai bumi dalam kehidupan sehari-hari  Upload ke Instagram (akun WAJIB publik)  Tag @KodingNext dan gunakan #LoveMyEarth #KodingNext Jangan sampai kelewatan! Yuk, mulai animasimu sekarang dan tunjukkan aksi nyatamu untuk bumi!  #kodingnext #codingforkids #belajarcoding #sekolahcoding #codingforbeginners #scratch #scratchcompetition #lombagratis #infolomba #lombaanak","['LoveMyEarth', 'KodingNext', 'kodingnext', 'codingforkids', 'belajarcoding', 'sekolahcoding', 'codingforbeginners', 'scratch', 'scratchcompetition', 'lombagratis', 'infolomba', 'lombaanak']","['kodingnext', 'KodingNext']",0.0,,,COMPETITION,['Science Olympiad'],KodingNext,"['SMA', 'Umum']",,,[0],402.0
403,2025-03-26,"🔹 6th Kibo Robot Programming Challenge (Kibo-RPC) 2025 🔹

🌍 Kompetisi pemrograman robot di luar angkasa yang diselenggarakan oleh JAXA bekerja sama dengan NASA! 🌌💡

🛰️ Tantangan ini mengajak pelajar dari berbagai negara untuk memprogram robot Astrobee di modul eksperimen Jepang (Kibo) di Stasiun Luar Angkasa Internasional (ISS). Dengan fokus pada pemrosesan citra, peserta akan mengembangkan strategi navigasi terbaik dan lebih akurat untuk menemukan harta karun tersembunyi!  Selain itu, desain rute dan strategi tim akan lebih penting, karena ada faktor tambahan yang akan dinilai tergantung pada rute Astrobee.💎🚀

📅 Jadwal Utama:
🔹 Pendaftaran: 17 Februari – 12 Mei 2025
🔹 Pengembangan Program: April – Juni 2025
🔹 Babak Penyisihan: Juni – Juli 2025
🔹 Babak Final di ISS: September 2025
🔹 Pengumuman Pemenang: November 2025

👨‍💻🔍 BRIN sebagai POC Indonesia mengajak para mahasiswa dari berbagai Perguruan Tinggi di Indonesia untuk mengikuti kompetisi ini. Ayo persiapkan tim terbaikmu, kuasai pemrograman, dan taklukkan tantangan luar angkasa!

Para peserta bisa mendaftar melalui link gfrom : https://docs.google.com/forms/d/e/1FAIpQLScsyRHdd6lCMXMcyIcEmjnl-WeABjX_p2AbbTkELVFaG4IEyg/viewform
#KiboRPC #SpaceChallenge #Astrobee #ISS #JAXA #NASA #STEM #RobotProgramming 🚀✨",26,3,2025,"6th Kibo Robot Programming Challenge (Kibo-RPC) 2025   Kompetisi pemrograman robot di luar angkasa yang diselenggarakan oleh JAXA bekerja sama dengan NASA!   Tantangan ini mengajak pelajar dari berbagai negara untuk memprogram robot Astrobee di modul eksperimen Jepang (Kibo) di Stasiun Luar Angkasa Internasional (ISS). Dengan fokus pada pemrosesan citra, peserta akan mengembangkan strategi navigasi terbaik dan lebih akurat untuk menemukan harta karun tersembunyi!  Selain itu, desain rute dan strategi tim akan lebih penting, karena ada faktor tambahan yang akan dinilai tergantung pada rute Astrobee.  Jadwal Utama:  Pendaftaran: 17 Februari  12 Mei 2025  Pengembangan Program: April  Juni 2025  Babak Penyisihan: Juni  Juli 2025  Babak Final di ISS: September 2025  Pengumuman Pemenang: November 2025  BRIN sebagai POC Indonesia mengajak para mahasiswa dari berbagai Perguruan Tinggi di Indonesia untuk mengikuti kompetisi ini. Ayo persiapkan tim terbaikmu, kuasai pemrograman, dan taklukkan tantangan luar angkasa! Para peserta bisa mendaftar melalui link gfrom : https://docs.google.com/forms/d/e/1FAIpQLScsyRHdd6lCMXMcyIcEmjnl-WeABjX_p2AbbTkELVFaG4IEyg/viewform #KiboRPC #SpaceChallenge #Astrobee #ISS #JAXA #NASA #STEM #RobotProgramming","['KiboRPC', 'SpaceChallenge', 'Astrobee', 'ISS', 'JAXA', 'NASA', 'STEM', 'RobotProgramming']",[],,,,COMPETITION,['Science Olympiad'],JAXA bekerja sama dengan NASA,['Mahasiswa'],,,[0],403.0
404,2025-03-25,"📢 THE BIGGEST IT COMPETITION IN Bali!! 📢
""Exploring Beyond The Future World Of Technology""

Hallo Sobat Teknologi👋🏻!!

FastTekno kali ini hadir kembali dengan lomba-lomba dari kategori yang menarik bagi siswa SD, SMP, SMA dan UMUM. Selain itu ada juga beragam kompetisi yang menantang lainnya. Jadi, mari tunjukkan bakat dan kreativitasmu di bidang teknologi! 🚀

📌 Kategori lomba yang dilaksanakan yaitu :

- Microsoft Word
- Microsoft Excel
- Microsoft Power Point
- Lomba Cerdas Cermat
- Desain Web
- Desain UI/UX
- Fast Typing
- Desain Poster
- Short Movie
- E-Sport Tekken
- E-Sport Free Fire
- E-Sport Mobile Legend

📌and also : Seminar✨

Pembicaranya juga sangat seru dan menarik loh ada kak @davidalfasunarna seorang Tech Entrepreneur dan juga Web Ekspor Founder yang sangat berpengalaman menjadi seorang pengusaha dan influencer dalam bidang teknologi, selain itu juga ada kak @padmasdewi seorang Dosen Psikologi FK Udayana yang akan menyampaikan bagaimana efek psikologis generasi muda sekarang dalam perkembangan teknologi yang semakin canggih.

📌More Info:
Winsen (Ketua Panitia)
- 089523890257
Wira (Wakil Ketua Panitia)
- 082144571577
Patir (Sie Lomba)
- 085858052061
Trisna (Sie Kesekret)
- 081239672701

Jangan lupa kunjungi media sosial kami, agar tidak ketinggalan info menarik lainnya✨

📱: @fasttekno_itbstikombali
🌏 : fasttekno-itbstikombali.com
📧 : fasttekno2025@gmail.com

#fasttekno2025 #itbstikombali 
#ExploringBeyondTheFutureWorldOfTechnology",25,3,2025,"THE BIGGEST IT COMPETITION IN Bali!!  ""Exploring Beyond The Future World Of Technology"" Hallo Sobat Teknologi!! FastTekno kali ini hadir kembali dengan lomba-lomba dari kategori yang menarik bagi siswa SD, SMP, SMA dan UMUM. Selain itu ada juga beragam kompetisi yang menantang lainnya. Jadi, mari tunjukkan bakat dan kreativitasmu di bidang teknologi!   Kategori lomba yang dilaksanakan yaitu : - Microsoft Word - Microsoft Excel - Microsoft Power Point - Lomba Cerdas Cermat - Desain Web - Desain UI/UX - Fast Typing - Desain Poster - Short Movie - E-Sport Tekken - E-Sport Free Fire - E-Sport Mobile Legend and also : Seminar Pembicaranya juga sangat seru dan menarik loh ada kak @davidalfasunarna seorang Tech Entrepreneur dan juga Web Ekspor Founder yang sangat berpengalaman menjadi seorang pengusaha dan influencer dalam bidang teknologi, selain itu juga ada kak @padmasdewi seorang Dosen Psikologi FK Udayana yang akan menyampaikan bagaimana efek psikologis generasi muda sekarang dalam perkembangan teknologi yang semakin canggih. More Info: Winsen (Ketua Panitia) - 089523890257 Wira (Wakil Ketua Panitia) - 082144571577 Patir (Sie Lomba) - 085858052061 Trisna (Sie Kesekret) - 081239672701 Jangan lupa kunjungi media sosial kami, agar tidak ketinggalan info menarik lainnya : @fasttekno_itbstikombali  : fasttekno-itbstikombali.com  : fasttekno2025@gmail.com #fasttekno2025 #itbstikombali  #ExploringBeyondTheFutureWorldOfTechnology","['fasttekno2025', 'itbstikombali', 'ExploringBeyondTheFutureWorldOfTechnology']","['davidalfasunarna', 'padmasdewi', 'fasttekno_itbstikombali', 'gmail']",,,,COMPETITION,"['IT Competition', 'Web Design Competition', 'UI/UX Design Competition', 'E-Sport Competition', 'Short Movie Competition']",FastTekno,"['SD', 'SMP', 'SMA', 'Umum']",,,[0],404.0
405,2025-03-21,"🚀 *ASEAN Coding Competition 2025!* 🌟

A Great Collaboration for the Future!

This competition is a collaboration between *CODERO - Indonesia*  and *STEM Academy - Malaysia*, two institutions committed to preparing the younger generation to face the digital world! With the support of various communities and schools across ASEAN, we aim to create a fun and valuable learning experience for children.

🔥 It’s time to show your coding creativity in the ASEAN Coding Competition 2025! An exciting competition for *children aged 7-9 (Astronomy category) and 10-12 (AI Technology category)* using *Scratch*!

⏰ Date: *April 2025*
💡 Free Registration , Link : https://bit.ly/REGISTFORMACC2025
💡 Rules & Information : https://bit.ly/GENERALRULESACC2025
🏆 winners will receive E-Certificates, Online Course Scholarships, and Cash Prizes, total prizes up to 1000 USD!
Don’t miss this golden opportunity! Register now and show your talent in the world of coding!

📌 For More Information, Please Follow & Share: @codero_official @stemacademymy

☎Contact Person:
Mrs. Amel - +62823 1195 6685 (Indonesia & Asean)
Mrs. Ramziah - +60174 4752 54 (Malaysia & Asean)

#ASEANCodingCompetition #ScratchCoding #KidsCanCode #STEMEducation #CodingForKids #TechForFuture
#FunLearning #CodingCompetition #ASEANCollaboration #ProgrammingForKids #DigitalFuture #InnovativeLearning
#CodingChallenge #EduTech #AstronomyForKids #AITechnology #CreativeCoding #YoungDevelopers #CodeTheFuture
#ScratchProgramming #STEMLearning #InternationalCompetition #ScholarshipOpportunity #AIForKids 
#coderogoessea",21,3,2025,"*ASEAN Coding Competition 2025!*  A Great Collaboration for the Future! This competition is a collaboration between *CODERO - Indonesia*  and *STEM Academy - Malaysia*, two institutions committed to preparing the younger generation to face the digital world! With the support of various communities and schools across ASEAN, we aim to create a fun and valuable learning experience for children.  Its time to show your coding creativity in the ASEAN Coding Competition 2025! An exciting competition for *children aged 7-9 (Astronomy category) and 10-12 (AI Technology category)* using *Scratch*!  Date: *April 2025*  Free Registration , Link : https://bit.ly/REGISTFORMACC2025  Rules & Information : https://bit.ly/GENERALRULESACC2025  winners will receive E-Certificates, Online Course Scholarships, and Cash Prizes, total prizes up to 1000 USD! Dont miss this golden opportunity! Register now and show your talent in the world of coding!  For More Information, Please Follow & Share: @codero_official @stemacademymy Contact Person: Mrs. Amel - +62823 1195 6685 (Indonesia & Asean) Mrs. Ramziah - +60174 4752 54 (Malaysia & Asean) #ASEANCodingCompetition #ScratchCoding #KidsCanCode #STEMEducation #CodingForKids #TechForFuture #FunLearning #CodingCompetition #ASEANCollaboration #ProgrammingForKids #DigitalFuture #InnovativeLearning #CodingChallenge #EduTech #AstronomyForKids #AITechnology #CreativeCoding #YoungDevelopers #CodeTheFuture #ScratchProgramming #STEMLearning #InternationalCompetition #ScholarshipOpportunity #AIForKids  #coderogoessea","['ASEANCodingCompetition', 'ScratchCoding', 'KidsCanCode', 'STEMEducation', 'CodingForKids', 'TechForFuture', 'FunLearning', 'CodingCompetition', 'ASEANCollaboration', 'ProgrammingForKids', 'DigitalFuture', 'InnovativeLearning', 'CodingChallenge', 'EduTech', 'AstronomyForKids', 'AITechnology', 'CreativeCoding', 'YoungDevelopers', 'CodeTheFuture', 'ScratchProgramming', 'STEMLearning', 'InternationalCompetition', 'ScholarshipOpportunity', 'AIForKids', 'coderogoessea']","['codero_official', 'stemacademymy']",0.0,,,COMPETITION,['Science Olympiad'],"CODERO - Indonesia, STEM Academy - Malaysia","['SMA', 'Umum']",,,[0],405.0
406,2025-03-21,"✨ OPEN REGISTRATION I/O FESTIVAL 2025: MECHAVEN ✨
Halo, tech enthusiasts! 🚀 
Saat yang ditunggu-tunggu akhirnya tiba! The big national tech competition by @bemftiuntar I/O Festival 2025: MECHAVEN is officially OPEN! 🤩🎉
🔹 Kategori Lomba:
🎨 UI/UX 
🖥️ WEB DEVELOPMENT
📊 BUSINESS PLAN (Khusus Mahasiswa & Umum)
📱 ANDROID PROGRAMMING (BARU!!! Khusus Mahasiswa & Umum)
🗓️ Timeline:
📌Pendaftaran + Pengumpulan Karya 1: 15 Maret - 1 Mei
📌Pengumuman Semifinal: 15 Mei
📌Pengumpulan Karya 2 : 16 - 21 Mei
📌Pengumuman Finalis: 3 Juni
📌Technical Meeting: 4 Juni
📌Pengumpulan Video Demonstrasi + PPT: 4 - 10 Juni
📌Final (Presentasi): 12 - 13 Juni
📌Talkshow: 13 Juni
📌Pengumuman Pemenang + Closing: 13 Junii
💰 Biaya Pendaftaran:
🎓 Mahasiswa & Umum → Rp 55.000/tim
🏫 Siswa SMA → Rp 35.000/tim
Jangan sampai kelewatan! Daftarkan timmu sekarang melalui: 
🔗 Linktree: https://linktr.ee/IOFESTFTI2025
📱 For More Info:
📩 Line Official: @990qcyxe
📞 WhatsApp: 082299652911 (Jocelyn) 
📞 WhatsApp: 081299297108 (Viezen)

🚀 Buktikan keahlianmu dan jadilah bagian dari revolusi teknologi! 💡

@iofest.untar @inside.bemftiuntar
#uiuxcompetition #uiux #lombauiux
#webdevelopmentcompetition #lombawebdev
#androidprogramming #lombaandroid
#lombabusinessplan #businessplan
#lombamahasiswa #lombasiswa #lombaIT #ITCompetition
#Mechaven #IOFestival2025 #IOFestival2025 #IOFest #IOFest2025 #IgniteIdeas #TransformTheWorld #BEMFTIUNTAR",21,3,2025,"OPEN REGISTRATION I/O FESTIVAL 2025: MECHAVEN  Halo, tech enthusiasts!   Saat yang ditunggu-tunggu akhirnya tiba! The big national tech competition by @bemftiuntar I/O Festival 2025: MECHAVEN is officially OPEN!   Kategori Lomba:  UI/UX   WEB DEVELOPMENT  BUSINESS PLAN (Khusus Mahasiswa & Umum)  ANDROID PROGRAMMING (BARU!!! Khusus Mahasiswa & Umum)  Timeline: Pendaftaran + Pengumpulan Karya 1: 15 Maret - 1 Mei Pengumuman Semifinal: 15 Mei Pengumpulan Karya 2 : 16 - 21 Mei Pengumuman Finalis: 3 Juni Technical Meeting: 4 Juni Pengumpulan Video Demonstrasi + PPT: 4 - 10 Juni Final (Presentasi): 12 - 13 Juni Talkshow: 13 Juni Pengumuman Pemenang + Closing: 13 Junii  Biaya Pendaftaran:  Mahasiswa & Umum  Rp 55.000/tim  Siswa SMA  Rp 35.000/tim Jangan sampai kelewatan! Daftarkan timmu sekarang melalui:   Linktree: https://linktr.ee/IOFESTFTI2025  For More Info:  Line Official: @990qcyxe  WhatsApp: 082299652911 (Jocelyn)   WhatsApp: 081299297108 (Viezen)  Buktikan keahlianmu dan jadilah bagian dari revolusi teknologi!  @iofest.untar @inside.bemftiuntar #uiuxcompetition #uiux #lombauiux #webdevelopmentcompetition #lombawebdev #androidprogramming #lombaandroid #lombabusinessplan #businessplan #lombamahasiswa #lombasiswa #lombaIT #ITCompetition #Mechaven #IOFestival2025 #IOFestival2025 #IOFest #IOFest2025 #IgniteIdeas #TransformTheWorld #BEMFTIUNTAR","['uiuxcompetition', 'uiux', 'lombauiux', 'webdevelopmentcompetition', 'lombawebdev', 'androidprogramming', 'lombaandroid', 'lombabusinessplan', 'businessplan', 'lombamahasiswa', 'lombasiswa', 'lombaIT', 'ITCompetition', 'Mechaven', 'IOFestival2025', 'IOFestival2025', 'IOFest', 'IOFest2025', 'IgniteIdeas', 'TransformTheWorld', 'BEMFTIUNTAR']","['bemftiuntar', '990qcyxe', 'iofest', 'inside']",35000.0,55000.0,,COMPETITION,"['UI/UX Design', 'Web Development', 'Business Plan', 'Android Programming']",BEMFTIUNTAR,"['Mahasiswa', 'Umum', 'Siswa SMA']",1.0,1.0,"[55000, 35000]",406.0
407,2025-03-21,"The Hwa Chong Info-comm Challenge (HCIC) is a international competition for Primary 5 and Primary 6 students to test their skills in Python and robotics 🤖💡

Last year, Kodecoon Academy's students made us incredibly proud by sweeping all categories of the HCIC awards, taking home Platinum, Gold, Silver, and Bronze! 🏆🎖

This March 2025, more Indonesian students will have the opportunity to join the Hwa Chong Info-comm Challenge (HCIC) and prepare with Kodecoon Academy’s 7-lesson HCIC Preparation Class.

In this class, they will review past-year papers, cover key topics, and practice exam questions to get ready for the competition. 😊

Register your child to join our HCIC preparation class before March 25!

WhatsApp us at +62 878-5969-8888 😊

#coding #codingschool #codingcourse #codingschooljakarta #codingcoursejakarta #codingstudent #programming #scratch #appcreator #MIT #webcreator #python #pythonclass #pythonclassjakarta #jakarta #bsd #codingschoolbsd #codingschooltangerang #codingschoolbekasi #codingschoolsurabaya #robotics #lego #roboticscompetition #codingcompetition #internationalcompetition",21,3,2025,"The Hwa Chong Info-comm Challenge (HCIC) is a international competition for Primary 5 and Primary 6 students to test their skills in Python and robotics  Last year, Kodecoon Academy's students made us incredibly proud by sweeping all categories of the HCIC awards, taking home Platinum, Gold, Silver, and Bronze!  This March 2025, more Indonesian students will have the opportunity to join the Hwa Chong Info-comm Challenge (HCIC) and prepare with Kodecoon Academys 7-lesson HCIC Preparation Class. In this class, they will review past-year papers, cover key topics, and practice exam questions to get ready for the competition.  Register your child to join our HCIC preparation class before March 25! WhatsApp us at +62 878-5969-8888  #coding #codingschool #codingcourse #codingschooljakarta #codingcoursejakarta #codingstudent #programming #scratch #appcreator #MIT #webcreator #python #pythonclass #pythonclassjakarta #jakarta #bsd #codingschoolbsd #codingschooltangerang #codingschoolbekasi #codingschoolsurabaya #robotics #lego #roboticscompetition #codingcompetition #internationalcompetition","['coding', 'codingschool', 'codingcourse', 'codingschooljakarta', 'codingcoursejakarta', 'codingstudent', 'programming', 'scratch', 'appcreator', 'MIT', 'webcreator', 'python', 'pythonclass', 'pythonclassjakarta', 'jakarta', 'bsd', 'codingschoolbsd', 'codingschooltangerang', 'codingschoolbekasi', 'codingschoolsurabaya', 'robotics', 'lego', 'roboticscompetition', 'codingcompetition', 'internationalcompetition']",[],,,,COMPETITION,['Science Olympiad'],Hwa Chong Info-comm Challenge,['SMP'],,,[0],407.0
