date,url,caption
2025-12-11,https://instagram.com/p/DSGx_jWk6sO,"HEY HEY🙌🏻🚨ATTENTION🚨
Get READY! because Tensailicious 2026 is BACK and ready to cast its spell! 🪄🌟

TENSAILICIOUS 2026 emerges once again, more magical, more creative, and more spectacular than ever!🔮💫and of course hosted by SMAN 10 PADANG. This year’s event unleashes a forest full of challenges and discoveries for students from elementary to high school, even up to the international arena!

🌲 𝙏𝙀𝙉𝙎𝘼𝙄 :
🪄 𝗦𝗠𝗔/𝗠𝗔
🏫 International Level
⁠^ Biaya Pendaftaran: $10
* Ekonomi💸
* ⁠Matematika📐
* ⁠Kimia🧪

🏫 National Level
^ Biaya Pendaftaran: Rp. 75.000, -
- Kimia🧪 
- ⁠Biologi🧬
- ⁠Fisika💡
* Ekonomi💸
* Astronomi 🌌
* Kebumian 🌍
* Geografi 🗺️
- Informatika 🖥️
* Matematika 📐

🪄 𝗦𝗠𝗣/𝗠𝗧𝘀 (𝘀𝗲-𝗦𝘂𝗺𝗮𝘁𝗲𝗿𝗮 𝗕𝗮𝗿𝗮𝘁)
^ Biaya Pendaftaran: Rp. 70.000, -
Terdiri dari Bidang :
* Matematika 📐
* IPA🔬
* IPS 🏙️

🪄 𝗦𝗗/𝗠𝗜 (𝘀𝗲-𝗞𝗼𝘁𝗮 𝗣𝗮𝗱𝗮𝗻𝗴)
^ Biaya pendaftaran: Rp. 60.000,-
Terdiri dari Bidang :
* Matematika 📐
* IPA🔬
* IPS 🏙️

🌲 𝙏𝙀𝙉𝙇𝙄𝘾𝙄𝙊𝙐𝙎 :
🪄 𝗦𝗠𝗔/𝗠𝗔
Terdiri dari lomba:
* Olimpiade PAI 🕌☪️ (Nasional) : Rp. 70.000,-
* MSQ 🕌 (Se-Sumatera Barat) : Rp. 150.000,-
* MHQ 📖☪️ (Se-Sumatera Barat) : Rp. 70.000,-
* Adzan/khutbah 🗣️🕌 (Se-Sumatera Barat) : Rp. 150.000,-
* Speech Contest 🗣️🇺🇸(Se-Sumatera Barat) : Rp. 70.000,-
* News Anchor 📰🧑🏻‍💼 (Se-Sumatera Barat) : Rp. 70.000,-
* Baca puisi 📄(Se-Sumatera Barat) : Rp. 70.000,-
* E-Poster 📱 (Se-Sumatera Barat) : Rp. 100.000,-

🪄 𝗦𝗠𝗣/𝗠𝗧𝘀
* Olimpiade PAI 🕌☪️ (Se-Sumatera Barat) : Rp. 65.000,-
* MSQ 🕌 (Se-Sumatera Barat) : Rp. 150.000,-
* MHQ 📖☪️ (Se-Sumatera Barat) : Rp. 65.000,-
* Story telling 📖🗣️ (Se-Sumatera Barat) : Rp. 65.000,-

🌟 𝐒𝐮𝐫𝐩𝐫𝐢𝐬𝐞 𝐀𝐥𝐞𝐫𝐭!
TENSAILICIOUS 2026 juga menyiapkan kejutan loh! 👀
Bagi 300 pendaftar pertama, akan mendapatkan merchandise eksklusif!🤯🔮
📅 Pendaftaran dibuka:
💻 Online: 11 Desember 2025 - 26 Januari 2026. 
> Melalui Website https://www.tensailicious.web.id
🐿️ Or come directly to (Offline): 
> Sekretariat Tensailicious 
📍SMAN 10 Padang Jl. Situjuh No.5 
📆11 Desember 2025 - 26 Januari 2026 

#TENSAILICIOUS2026🪄🗺️🦌
#DareToDreamStriveToWin🔮🌲
#RegnumArsMagica🐿️"
2025-12-11,https://instagram.com/p/DSGrt1fE0Ns,"BASE INDONESIA HACKATHON IS LIVE!
Got a killer idea? Build it. Ship it. Win it.

We’re launching a new hackathon with a $6,000 prize pool, supported by our partners @idrx.co dan Tethanuts, bersama komunitas @blockdev.id @devweb3jogja @pelitabangsa.co.id

10 Dec 2025 — 31 Jan 2026
Prize Pool: $6,000
Daftar di sini 👉 http://base-indonesia-hackathon-2025.devfolio.co/

Build tools, dApps, infra, atau sesuatu yang belum pernah kita lihat sebelumnya! this is your moment.
Unleash your ideas, let’s build the future onchain together. 

Hackathon Tracks:
🟦 Base Track – Build a Mini-App improving onchain UX. Projects that utilize IDRX are eligible for the Best Project (IDRX) prize.
🟪 Thetanuts Track – Gamified DeFi app with AI onboarding & engagement loops.

📌 Rules: Each team submits one project in one track. MVP must be deployed on Base. Register now: https://base-indonesia-hackathon-2025.devfolio.co/overview 

Kick-off AMA with hackathon partners: 12 Dec 2025
Get early tips, mentorship & answers to all your questions before building.
Don’t miss your chance to ship the next killer onchain app!"
2025-12-11,https://instagram.com/p/3784904795820888893,
2025-12-11,https://instagram.com/p/3784904795778939277,
2025-12-09,https://instagram.com/p/DSCyT7NExKq,"🛰️ Peluncuran Resmi: ASCEND – AEROO Satellite Challenge for Empowering Next-Gen Developers 2026 di Indonesia

The Global Citizen Education Group - Indonesia dengan bangga mengumumkan peluncuran ASCEND 2026 – AEROO Satellite Challenge for Empowering Next-Gen Developers di Indonesia. ASCEND merupakan kompetisi nasional dalam bidang desain dan inovasi satelit yang mengintegrasikan pendidikan STEM, Design Thinking, dan Kewirausahaan.

Inisiatif ini diselenggarakan dengan dukungan dari Komite Kedirgantaraan Kementerian Pengembangan Digital, Inovasi, dan Industri Dirgantara Republik Kazakhstan, di bawah naungan Pemerintah Kazakhstan. ASCEND berfungsi sebagai babak kualifikasi nasional resmi Indonesia menuju Final Internasional di Kazakhstan.

🏆 Para juara nasional akan mendapatkan kehormatan untuk mewakili Indonesia pada International Space Day 2026 di Kazakhstan, di mana mereka akan membangun dan meluncurkan satelit hasil rancangan mereka sendiri dengan dukungan penuh (full sponsorship) (syarat & ketentuan berlaku).

📅 Batas Pendaftaran: 20 Desember 2025 (11:59PM GMT+7)
👥 Kriteria Peserta: Pelajar berusia 14–17 tahun (Kelas 9–11), mendaftar dalam tim beranggotakan empat orang

Sorotan Program:
- Mendalami Ilmu dan Teknologi Satelit
- Berpartisipasi dalam Program Bergengsi yang Didukung Pemerintah
- Mendapatkan Pengakuan dan Eksposur Internasional
- Memperkuat Portofolio Akademik dan Karier di Bidang STEM
- Raih kesempatan untuk mewakili Indonesia di panggung internasional

🔗 Pindai kode QR untuk mengetahui lebih lanjut

#ASCEND #Indonesia #TheGlobalCitizen #TGCEG #AEROO #Kazakhstan #STEM #Coding #Competition #Opportunities #AEROOSatelliteChallenge"
2025-12-09,https://instagram.com/p/3783807895348700416,
2025-12-09,https://instagram.com/p/3783807894727931854,
2025-12-09,https://instagram.com/p/DSBqd-OE223,"Bangun Solusi AI yang Bisa Langsung Kamu Pajang di Portfolio!

ExplorAItion Batch 2 hadir lagi sebagai mini hackathon buat kamu yang pengen ngerasain serunya ngebangun produk AI dari nol sampai jadi, cukup dalam 48 jam!

Kenapa kamu harus ada di sini?
💠 Bisa belajar problem framing & design sprint dengan cara yang simpel tapi ngena
💠 Dapet Market Validation + AI Dev Lab buat nentuin solusi yang relevan buat user
💠 Dapet DOMAIN GRATIS (bebas pilih: web.id / my.id / biz.id)
💠 Voucher ratusan ribu, bisa buat boosting project-mu
💠 Sertifikat prestasi buat CV & LinkedIn
💠 Peluang dapetin spotlight buat jadi TOP 3 TEAM!

📍 MARKAS Surabaya
🗓 13–14 Desember 2025
🔗 Daftar: s.id/daftarexploraition
(Pendaftaran 8–12 Desember, cuma untuk 10 tim tercepat!)

🎤 Day 1: Market Lab + AI Dev Lab
Gali masalah yang beneran terjadi, validasi kebutuhan market, dan mulai bangun solusi AI sebelum masuk ke prototyping.

🚀 Day 2: Showcase Your Prototype
Tunjukkan kreasi terbaikmu dan bikin juri ngeliat potensi inovasimu.

🔥 Buruan Daftar KUOTA TERBATAS!
Jago aja GAK CUKUP! Kalo kamu gak berani MEMULAI duluan 🫵🏼

#ExplorAItion #MiniHackathon #HackathonIndonesia #DigitalSkills #BelajarTeknologi #TechEvent #ProblemSolving #InnovationChallenge #FutureTalent #DigitalGeneration #TechEducation #TeknologInformasi"
2025-12-09,https://instagram.com/p/3783491929091821963,
2025-12-09,https://instagram.com/p/3783491928806614943,
2025-12-09,https://instagram.com/p/3783491928982761374,
2025-12-09,https://instagram.com/p/DSBqIB6E0xf,"The magic of Tinselwick is glitching… and only YOU can save it 🎄
University CTF 2025, supported by @YnovCampus, is here with a brand-new winter adventure! The Starshard Bauble has gone missing, the Festival of Everlight is dimming, and a trail of peppermint crumbs leads straight into a world of puzzles and challenges.

Students from all around the world are gearing up to prove their skills across 15 Challenges in 5 core categories. Do you have what it takes? 

👉 Sign up for free with your university email (link in bio) 

#UniversityCTF2025 #HackTheBox #CTF #CyberSkills #StudentChallenge #Cybersecurity #Hacking"
2025-12-09,https://instagram.com/p/DSBpzxFEzad,"‎
‎“HACKTA CAMP x Ruangguru 2026”
‎“AI & Cyber Security event for High School Innovators”
‎
‎Ajang pelatihan dan kompetisi tingkat nasional bagi pelajar SMA/SMK se-Indonesia untuk unjuk kemampuan di bidang Artificial Intelligence dan Cyber Security.
‎
‎Kategori Lomba
‎Buat ikon atau simbol di tiap kategori:
‎🤖 Artificial Intelligence Project
‎(membuat model AI untuk prediksi suatu fenomena)
‎🛡️ Cyber Security Competition
‎(uji kemampuan hacking mu dalam web exploitation, cryptography, dan reverse engginering)
‎
‎Hadiah dan penghargaan
‎🥇 Juara 1, 🥈 Juara 2, 🥉 Juara 3 : Uang Tunai + Trofy + Sertifikat Nasional
‎🏅 Top 40 Finalist mendapatkan e-certificate & bonus ekslusif. 
‎
‎Jadwal penting
‎Pendaftaran: 
‎Batch 1 23 Nov – 20 Des 2025 biaya pendaftaran Rp 80.000
‎Batch 2 21 Des 2025 – 10 Jan 2026 biaya pendaftaran Rp 100.000
‎
‎Pelatihan Offline : 17 Jan 2026
‎Pelatihan Online : 18 Nov 2026
‎Babak Penyisihan (Online): 24 Jan 2026
‎Final & Awarding (Offline): 31 Jan 2026
‎
‎Fasilitas peserta
‎Akses workshop “AI & Cyber Security 101”
‎Komunitas teknologi nasional yang suportif
‎E-sertifikat nasional
‎Networking dengan universitas & industri teknologi
‎Makanan, Snack, dan Marchendise
‎Voucher diskon Ruangguru
‎
‎🌐 Daftar sekarang di: https://bit.ly/hacktacamp2025
‎📞 Info & kontak: 0812 3413 1323 Candra"
2025-12-09,https://instagram.com/p/3783489030718719833,
2025-12-09,https://instagram.com/p/3783489030609663582,
2025-11-26,https://instagram.com/p/DRgLoWrk2wi,"[REGISTRATION EXTENDED!!!]

PLAI ROBOCUP 2025 is Coming!

We bring Innovation, Creativity, Intelligence in Motion at this competition!

Ajang kompetisi teknologi untuk SMA/SMK/MA sederajat dipersembahkan oleh PLAI BMD Kampus AI Pertama di Indonesia.

Tahun ini PLAI ROBOCUP hadir dengan 2 cabang lomba:

1. SHOWCASE ROBOTIC – Motion, Functional & Aesthetic Robotics
Adu karya robotmu — dinilai oleh dosen (Best by Jury) & dipilih pengunjung (Most Favorite) melalui voting bendera.

2. AI CREATIVITY – Design Infografis Topik Artificial Intelligence
Tunjukkan idemu dengan visual yang kuat & meaningful.

Hadiah total Jutaan Rupiah + Voucher BR Coffee

Kesempatan kuliah bebas biaya 1 semester (untuk peserta yang memilih kuliah di PLAI)

TIMELINE
• Pengumpulan karya / Pendaftaran tim: 28 Okt – 03 Desember 2025
• Technical Meeting: 04 Desember 2025
• Penjurian & Awarding: 6 Desember 2025 (on site – Ambarukmo Plaza Yogyakarta)

Register Now:
bit.ly/ROBOCUP25

Contact Person
Raihan – 0895 4219 76424

Leading the future as an Alnovator!

#infolomba #lomba #competition #lombarobot #robot"
2025-11-26,https://instagram.com/p/DRgLSIAk9uP,"💻 WEB DESIGN COMPETITION

🌐 Design. Innovate. Inspire.

Saatnya kamu menunjukkan kemampuan dalam menciptakan website yang bukan hanya indah dipandang, tapi juga fungsional dan bermakna 💡

Web Design Competition – PRISMA 2025 (COSMIC) hadir sebagai wadah untuk para desainer muda menuangkan kreativitas digitalnya!

🎨 Wujudkan imajinasimu lewat tampilan web yang inovatif dan berkelas.

#PRISMA2025 #COSMIC #WebDesignCompetition #UIUX #ConnectingSystemAndMind #DigitalCreativity #SistemInformasiUINSA #MahasiswaInovatif"
2025-11-26,https://instagram.com/p/DRgK_h9k-Di,"📣 [OFFICIAL POSTER ELECTRICAL SKILL COMPETITION (ESC) PNM Vol.1]
✨ PLC Competition – ESC VOL.1 ⚡🤖

Halo, Sobat Lumix! 👋
Kabar baik untuk seluruh mahasiswa di bidang teknik dan otomasi! 🎉
Lomba Programmable Logic Controller (PLC) tingkat perguruan tinggi resmi dibuka sebagai bagian dari rangkaian Electrical Skill Competition (ESC) VOL.1.

Kegiatan bergengsi ini diselenggarakan oleh Himpunan Mahasiswa Teknik Listrik Politeknik Negeri Madiun, sebagai wadah untuk menguji kemampuan, kreativitas, dan kompetensi peserta dalam dunia otomasi industri. 🔧⚡
Siapkan dirimu dan catat tanggal pentingnya—berikut informasi lengkapnya:

🗓 TIMELINE PELAKSANAAN
• Pendaftaran Batch 1: 18 November – 27 November 2025
• Pendaftaran Batch 2: 28 November – 6 Desember 2025
• Technical Meeting: 7 Desember 2025
• Babak Penyisihan: 13 Desember 2025
• Babak Final: 20 Desember 2025

💸 BIAYA PENDAFTARAN
• Gelombang 1: Rp100.000
• Gelombang 2: Rp120.000

🏆 HADIAH KEJUARAAN
🥇 Juara 1 — Uang Tunai + Sertifikat Juara
🥈 Juara 2 — Uang Tunai + Sertifikat Juara
🥉 Juara 3 — Uang Tunai + Sertifikat Juara
🥇 Harapan 1 — Sertifikat Juara Harapan
🥈 Harapan 2 — Sertifikat Juara Harapan
🥉 Harapan 3 — Sertifikat Juara Harapan

🔗 LINK PENDAFTARAN
http://bit.ly/3Xzt5p3

💡 Jangan lewatkan kesempatan untuk berkompetisi, belajar, dan menunjukkan kemampuan terbaikmu di dunia otomasi industri! 🚀🤖✨
Ayo daftarkan dirimu dan jadilah bagian dari sejarah penyelenggaraan ESC perdana ini!

📬 Informasi lebih lanjut:
Instagram: @esc.pnm | @himateklis.pnm
Email: sekretariat.himateklis@pnm.ac.id

#ESCPNMVOL1
#ElectricalSkillCompetition
#PLCCompetition
#HIMATEKLIS
#PoliteknikNegeriMadiun"
2025-11-26,https://instagram.com/p/DRgKyYOk3AY,"Ayo waktunya Bangkit dan Tunjukkan Kemampuanmu di ajang Kompetisi CODING Internasional 2026 !!!

📅 Jadwal Kompetisi: Early 2026
👥 Untuk siswa Grade 4–12
💻 Kompetisi Online
🏅 E-Certificate &Pengakuan Internasional
🎯 Tersedia coaching & mentoring

Daftar sekarang. Slot terbatas!

Let’s Rise and Show Your Skills at the 2026 International CODING Competition!!!

📅 Competition: Early 2026
👥 For students Grade 4–12
💻 Online Competition
🏅 E-Certificate & International Recognition
🎯 Coaching & mentoring available. 

Contact Us :
Projects Development Centre
Hp +62 81 9788 2211
IG : projects_development
FB : Projects Development Centre
Website : www.projects.sch.id

#CodingCourse #LearnToCode  #DigitalSkills #CodingForEveryone"
2025-11-22,https://instagram.com/p/DRWmCUOE8vd,"🔥 KABAR GEMBIRA BUAT KAMU! 🔥
UNIPRO STAGE X EXTEND! 🎉

Masih ada kesempatan buat kamu yang belum daftar!
Tahun ini UNIPRO STAGE X hadir dengan tema besar:
💡 “Innovative Clinics: Blending Creativity and Technology for Quality Healthcare.”

Saatnya buktikan kalau kreativitas dan teknologi bisa jadi solusi nyata untuk dunia kesehatan 🌍

💻 Timeline Pendaftaran:
1️⃣ Gelombang 1: 29 Juli – 2 September 2025
2️⃣ Gelombang 2: 3 Septtember – 30 Oktober 2025
3️⃣ 💥 Gelombang 3 (EXTENDED!): 31 Oktober 2025 – 2 Januari 2026 💥

🎯 Benefit: Sertifikat + Piala + Uang Tunai
🏆 Total Hadiah JUTAAN RUPIAH!

👉 Daftar sekarang di:
🔗 https://linktr.ee/UniproStageX

Jangan sampai kelewatan lagi! kesempatan kedua nggak datang dua kali! ⚡
#UniproX #WebDevCompetition #Unikama #hmpssi #infolomba #event #infolombasmk #infolombasma"
2025-11-22,https://instagram.com/p/DRWlrxSk9oI,"✨ Swift Student Challenge is back!

Apple is proud to support and uplift the next generation of developers, creators, and entrepreneurs with the Swift Student Challenge🎉

Got a great app idea? Build a Swift Playgrounds project and show the world what you can do!

📅 Submissions open: February 6–28, 2026
🔗 Learn more: https://developer.apple.com/swift-student-challenge/"
2025-11-22,https://instagram.com/p/DRWlWdOk-8X,"🔊 𝗦𝗠𝗔𝗡 𝗨𝗡𝗚𝗚𝗨𝗟𝗔𝗡 𝗠. 𝗛. 𝗧𝗛𝗔𝗠𝗥𝗜𝗡 𝗣𝗥𝗢𝗨𝗗𝗟𝗬 𝗣𝗥𝗘𝗦𝗘𝗡𝗧𝗦 🦅

🌊🌺 𝐓𝐡𝐚𝐦𝐫𝐢𝐧 𝐎𝐥𝐲𝐦𝐩𝐢𝐚𝐝 𝐚𝐧𝐝 𝐂𝐮𝐩 𝟏𝟔 🌿🎭

🌊🌺 𝙉𝙪𝙨𝙖𝙣𝙩𝙖𝙧𝙖 𝘾𝙖𝙡𝙡𝙞𝙣𝙜, 𝘾𝙝𝙖𝙢𝙥𝙞𝙤𝙣𝙨 𝙍𝙞𝙨𝙞𝙣𝙜! 🌿🎭

 👾 𝐏𝐫𝐨𝐠𝐫𝐚𝐦𝐦𝐢𝐧𝐠 𝐚𝐧𝐝 𝐋𝐨𝐠𝐢𝐜 👾
 🧑🏻‍💻 𝐂𝐨𝐦𝐩𝐞𝐭𝐢𝐭𝐢𝐨𝐧 👩🏻‍💻

👀 𝙒𝙝𝙤 𝘾𝙖𝙣 𝙅𝙤𝙞𝙣?
- SMP/sederajat 🏫
- ⁠SMA/sederajat 🏫

📆 𝙈𝙖𝙧𝙠 𝙔𝙤𝙪𝙧 𝘾𝙖𝙡𝙚𝙣𝙙𝙖𝙧!
- Penyisihan 1: 7 Februari 2026 (Online)
- Penyisihan 2: 7 Februari 2026 (Online)
- ⁠Final: 14 Febuari 2026 (Offline)
📍 Zoom Meeting (Online) & SMAN Unggulan M. H. Thamrin (Offline)

🎊 𝙋𝙧𝙞𝙯𝙚𝙨 𝙛𝙤𝙧 𝙋𝙇𝘾
🥇 𝐉𝐮𝐚𝐫𝐚 𝟏
Rp2.000.000 + 🥇 + Sertifikat

🥈 𝐉𝐮𝐚𝐫𝐚 𝟐
Rp1.500.000 + 🥈 + Sertifikat

🥉 𝐉𝐮𝐚𝐫𝐚 𝟑
Rp1.000.000 + 🥉 + Sertifikat

🎖️𝐇𝐨𝐧𝐨𝐫𝐚𝐛𝐥𝐞 𝐌𝐞𝐧𝐭𝐢𝐨𝐧 𝟏 & 𝟐
Rp300.000 + Sertifikat

🎁 𝗔𝗹𝗹 𝗽𝗮𝗿𝘁𝗶𝗰𝗶𝗽𝗮𝗻𝘁𝘀 𝘄𝗶𝗹𝗹 𝗿𝗲𝗰𝗲𝗶𝘃𝗲 𝗲-𝗰𝗲𝗿𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗲𝘀!

🤔 𝙃𝙤𝙬 𝙩𝙤 𝙍𝙚𝙜𝙞𝙨𝙩𝙚𝙧?
🔗 https://bit.ly/PLCTOC16
💸 𝗥𝗲𝗴𝗶𝘀𝘁𝗿𝗮𝘁𝗶𝗼𝗻 𝗙𝗲𝗲:
- Batch 1: Rp65.004
- Batch 2 : Rp80.004
🗓️ 𝗖𝗹𝗼𝘀𝗲 𝗿𝗲𝗴𝗶𝘀𝘁𝗿𝗮𝘁𝗶𝗼𝗻: 
- Batch 1 : 24 Desember 2025
- ⁠Batch 2 : 3 Februari 2026

🌐 𝗙𝗼𝗿 𝗳𝘂𝗿𝘁𝗵𝗲𝗿 𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻
- thamrinolympiadandcupxvi.carrd.co
- ☎️ Joshua 0859-2197-9396
ID LINE: Joshuaaaps
- ☎️ Amanda 0896-8937-6777
ID LINE: amandashboard
- ☎️ Malvino 0858-8358-4839
ID LINE: yoshieyf

📲 𝗦𝘁𝗮𝘆 𝗖𝗼𝗻𝗻𝗲𝗰𝘁𝗲𝗱 𝘄𝗶𝘁𝗵 𝗨𝘀!
Instagram: @thamrinolymcup
TikTok: @thamrinolymcup

🌟 Don’t just ride the tide, create your own voyage! Embark on an epic journey and find your own euphoria with TOC 16 🌊"
