,date,caption,day,month,year,clean_text,hashtags,mentions,price_batch_1,price_batch_2,price_batch_3
234,2025-07-26,"🥷 ARE YOU THE NEXT CYBER HERO? 🥷

 ⚡ Cyber Ops Clash adalah kompetisi Capture The Flag (CTF) berskala nasional yang dirancang untuk seluruh masyarakat Indonesia berusia maksimal 24 tahun. Kompetisi ini terbuka bagi pelajar, mahasiswa, dan individu umum yang memiliki minat di bidang keamanan siber. Diselenggarakan oleh Meta4sec, Redlimit dan Cyber Specters, ajang ini bertujuan untuk mengasah keterampilan teknis, memperluas wawasan, serta membentuk generasi muda yang siap menghadapi tantangan dunia siber.⚡

Persyaratan Pendaftaran :
-Peserta merupakan Warga Negara Indonesia yang berusia maksimal 24 tahun pada saat pelaksanaan kompetisi.
- Tidak terbatas pada status pelajar atau mahasiswa, peserta dapat berasal dari latar belakang apapun selama memenuhi batas usia.
- Satu tim terdiri atas maksimal 3 orang, dengan salah satu anggota sebagai ketua tim.
- Peserta mengikuti ketentuan yang terdapat di Rulebook.

💰 Pembayaran :
Harga : Rp 50.000/Team

🗓 𝗧𝗜𝗠𝗘𝗟𝗜𝗡𝗘 WAKTU:
📍 Pendaftaran :
Tanggal : 1 Juli - 30 Juli 2025

📍Technical Meeting 31 Juli 2025
📍Warm Up 31 Juli 2025
📍Babak Penyisihan/Qualification 1 Agustus 2025
📍Pengumpulan Write Up Qualification 1-2 Agustus 2025
📍Babak Final 16 Agustus 2025
📍Pengumpulan Write Up Final 16-17 Agutus 2025
📍Pengumuman Juara 23 Agutus 2025

🗓 PERLOMBAAN
Hari : Jumat
Tanggal : 1 Agustus 2025
Waktu : 14.00 WIB - 22.00 WIB
Tempat : Online

🏆 𝗥𝗘𝗪𝗔𝗥𝗗:
* Hadiah Juara 1: Uang Tunai Pembinaan + Sertifikat + Merchandise
* Hadiah Juara 2: Uang Tunai Pembinaan + Sertifikat + Merchandise
* Hadiah Juara 3: Uang Tunai pembinaan + Sertifikat + Merchandise

🎯Semua Peserta Akan Mendapatkan Sertifikasi.

💻 𝗟𝗜𝗡𝗞 𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡:
🔗 - bit.ly/RegisterMeta4secCTF
🔗 - bit.ly/guidebookctf
🔗 - bit.ly/posterctf

💵 𝗠𝗘𝗧𝗢𝗗𝗘 𝗣𝗘𝗠𝗕𝗔𝗬𝗔𝗥𝗔𝗡:
💳 BRI : 121901000903531 (Samuel Hamonangan S. )

📱 𝗖𝗢𝗡𝗧𝗔𝗖𝗧 𝗣𝗘𝗥𝗦𝗢𝗡:
👤 Samuel (Admin 1)
WA : 0821-1206-4675
👤 Meta4sec (Admin 2)
WA : 0822-9999-6445

📸 Social Media Kami:

INSTAGRAM : https://www.instagram.com/meta4sec/
YOUTUBE : https://www.youtube.com/@Meta4sec
LINKEDIN : https://www.linkedin.com/company/meta4sec",26,7,2025,"ARE YOU THE NEXT CYBER HERO?    Cyber Ops Clash adalah kompetisi Capture The Flag (CTF) berskala nasional yang dirancang untuk seluruh masyarakat Indonesia berusia maksimal 24 tahun. Kompetisi ini terbuka bagi pelajar, mahasiswa, dan individu umum yang memiliki minat di bidang keamanan siber. Diselenggarakan oleh Meta4sec, Redlimit dan Cyber Specters, ajang ini bertujuan untuk mengasah keterampilan teknis, memperluas wawasan, serta membentuk generasi muda yang siap menghadapi tantangan dunia siber. Persyaratan Pendaftaran : -Peserta merupakan Warga Negara Indonesia yang berusia maksimal 24 tahun pada saat pelaksanaan kompetisi. - Tidak terbatas pada status pelajar atau mahasiswa, peserta dapat berasal dari latar belakang apapun selama memenuhi batas usia. - Satu tim terdiri atas maksimal 3 orang, dengan salah satu anggota sebagai ketua tim. - Peserta mengikuti ketentuan yang terdapat di Rulebook.  Pembayaran : Harga : Rp 50.000/Team   WAKTU:  Pendaftaran : Tanggal : 1 Juli - 30 Juli 2025 Technical Meeting 31 Juli 2025 Warm Up 31 Juli 2025 Babak Penyisihan/Qualification 1 Agustus 2025 Pengumpulan Write Up Qualification 1-2 Agustus 2025 Babak Final 16 Agustus 2025 Pengumpulan Write Up Final 16-17 Agutus 2025 Pengumuman Juara 23 Agutus 2025  PERLOMBAAN Hari : Jumat Tanggal : 1 Agustus 2025 Waktu : 14.00 WIB - 22.00 WIB Tempat : Online  : * Hadiah Juara 1: Uang Tunai Pembinaan + Sertifikat + Merchandise * Hadiah Juara 2: Uang Tunai Pembinaan + Sertifikat + Merchandise * Hadiah Juara 3: Uang Tunai pembinaan + Sertifikat + Merchandise Semua Peserta Akan Mendapatkan Sertifikasi.   :  - bit.ly/RegisterMeta4secCTF  - bit.ly/guidebookctf  - bit.ly/posterctf   :  BRI : 121901000903531 (Samuel Hamonangan S. )   :  Samuel (Admin 1) WA : 0821-1206-4675  Meta4sec (Admin 2) WA : 0822-9999-6445  Social Media Kami: INSTAGRAM : https://www.instagram.com/meta4sec/ YOUTUBE : https://www.youtube.com/@Meta4sec LINKEDIN : https://www.linkedin.com/company/meta4sec",[],['Meta4sec'],50000.0,,
235,2025-07-26,"🎉 S2LC 2025 – GҽʅσɱႦαɳɠ 3 Sυԃαԋ DιႦυƙα! 🎉

Halo teman-teman hebat!‍♀️
𝙎𝙈𝘼𝙇𝘼 𝙎𝙘𝙞𝙚𝙣𝙘𝙚 𝙖𝙣𝙙 𝙇𝙞𝙣𝙜𝙪𝙞𝙨𝙩𝙞𝙘 𝘾𝙤𝙢𝙥𝙚𝙩𝙞𝙩𝙞𝙤𝙣 kembali hadir dengan total hadiah lebih dari *40
JUTA RUPIAH! 🌟

Pendaftaran “SMALA Science and Linguistic Competition (S2LC) 2025” kini telah memasuki
Gelombang 3!🤩

Ini adalah kesempatan emas untuk menunjukkan kemampuan dan prestasimu di ajang
kompetisi sains dan bahasa terbesar di SMAN 5 Surabaya. 🏅🌟

𝘛𝘶𝘯𝘫𝘶𝘬𝘬𝘢𝘯 𝘬𝘦𝘮𝘢𝘮𝘱𝘶𝘢𝘯𝘮𝘶 𝘥𝘪 𝘣𝘦𝘳𝘣𝘢𝘨𝘢𝘪 𝘣𝘪𝘥𝘢𝘯𝘨 :
️ 𝗘𝗻𝗴𝗹𝗶𝘀𝗵 𝗗𝗲𝗯𝗮𝘁𝗲
🩹 𝗙𝗶𝗿𝘀𝘁 𝗔𝗶𝗱
🤖 𝗥𝗼𝗯𝗼𝘁𝗶𝗸𝗮
📋 𝗣𝘂𝗯𝗹𝗶𝗰 𝗣𝗼𝘀𝘁𝗲𝗿
𝗕𝗮𝗵𝗮𝘀𝗮 𝗜𝗻𝗱𝗼𝗻𝗲𝘀𝗶𝗮
𝗕𝗮𝗵𝗮𝘀𝗮 𝗜𝗻𝗴𝗴𝗿𝗶𝘀
🧬 𝗕𝗶𝗼𝗹𝗼𝗴𝗶
🧮 𝗠𝗮𝘁𝗲𝗺𝗮𝘁𝗶𝗸𝗮-𝗙𝗶𝘀𝗶𝗸𝗮
💡 𝗜𝗹𝗺𝘂 𝗣𝗲𝗻𝗴𝗲𝘁𝗮𝗵𝘂𝗮𝗻 𝗨𝗺𝘂𝗺

📌 𝙋𝙚𝙧𝙞𝙤𝙙𝙚 𝙋𝙚𝙣𝙙𝙖𝙛𝙩𝙖𝙧𝙖𝙣:
4 𝙅𝙪𝙡𝙞 – 22 𝘼𝙜𝙪𝙨𝙩𝙪𝙨 2025
📲 Guideline :
https://drive.google.com/drive/folders/1eNbborzcSa7a1Kmf0nwtr7AGYfM_2bnL
📲 Registrasi :
http://s2lc.com/registration/

Contact Person📞
☎️ Ima: 0857-0673-1086
☎️ Devana: 0812-5273-4168",26,7,2025,S2LC 2025  G 3 S D!  Halo teman-teman hebat!      kembali hadir dengan total hadiah lebih dari *40 JUTA RUPIAH!  Pendaftaran SMALA Science and Linguistic Competition (S2LC) 2025 kini telah memasuki Gelombang 3! Ini adalah kesempatan emas untuk menunjukkan kemampuan dan prestasimu di ajang kompetisi sains dan bahasa terbesar di SMAN 5 Surabaya.       :                   -       : 4   22  2025  Guideline : https://drive.google.com/drive/folders/1eNbborzcSa7a1Kmf0nwtr7AGYfM_2bnL  Registrasi : http://s2lc.com/registration/ Contact Person  Ima: 0857-0673-1086  Devana: 0812-5273-4168,[],[],,,
236,2025-07-26,"KIDOFUN COMPETITION 2025✨🤖

Halo, para calon ahli robotik cilik! 

Siapkan dirimu untuk mengikuti lomba robotik & coding yang akan digelar pada 31 Agustus 2025 di MCC Malang! 

Ajak teman-temanmu dan tunjukkan kreativitas serta keterampilanmu dalam perlombaan robot & coding.

✨Daftar segera dan buktikan bahwa kamu adalah bintang masa depan teknologi! 🚀

📅 Ahad, 31 Agustus 2025
📍 MCC (Malang Creative Center), Kota Malang.
🔗 Link Pendaftaran : 
https://kidorobot.com/kidofun2025/
 Atau bisa menghubungi kami melalui wa :
* Edwin ( 0812-9173-6803 )
* Indra ( 0822-1694-9455 ) 

Jangan lewatkan kesempatan ini untuk belajar berkompetisi dan bersenang-senang! 🏆

Segera daftarkan jagoan kecil anda sekarang juga!

#LombaRobotSumo
#LombaRobotSoccer
#LombaRobotAnak2025
#LombaCodingAnak2025
#KidofunCompetition2025",26,7,2025,"KIDOFUN COMPETITION 2025 Halo, para calon ahli robotik cilik!  Siapkan dirimu untuk mengikuti lomba robotik & coding yang akan digelar pada 31 Agustus 2025 di MCC Malang!  Ajak teman-temanmu dan tunjukkan kreativitas serta keterampilanmu dalam perlombaan robot & coding. Daftar segera dan buktikan bahwa kamu adalah bintang masa depan teknologi!   Ahad, 31 Agustus 2025  MCC (Malang Creative Center), Kota Malang.  Link Pendaftaran : https://kidorobot.com/kidofun2025/ Atau bisa menghubungi kami melalui wa : * Edwin ( 0812-9173-6803 ) * Indra ( 0822-1694-9455 )  Jangan lewatkan kesempatan ini untuk belajar berkompetisi dan bersenang-senang!  Segera daftarkan jagoan kecil anda sekarang juga! #LombaRobotSumo #LombaRobotSoccer #LombaRobotAnak2025 #LombaCodingAnak2025 #KidofunCompetition2025","['LombaRobotSumo', 'LombaRobotSoccer', 'LombaRobotAnak2025', 'LombaCodingAnak2025', 'KidofunCompetition2025']",[],,,
237,2025-07-26,"💡 LOGICODE 2025 💻
(Drum Roll) 🥁🥁🥁🥁
Kokocoder kembali mengadakan kompetisi nasional Logicode 2025 !

Apa itu Logicode? 🕵‍♀️
Logicode adalah kompetisi nasional di bidang Logika dan Pemrograman Kompetitif (Competitive Programming). Kompetisi ini bisa diikuti oleh siswa/i SMP dan SMA dari seluruh Indonesia yang memenuhi syarat sebagai berikut:
- Duduk di kelas 7 SMP - 12 SMA
- Bersekolah di Indonesia
- Belum pernah memenangkan medali OSN Informatika

Tanggal Perlombaan 🏋‍♂️
- Babak Penyisihan: Sabtu, 16 Agustus 2025
- Babak Final: Sabtu, 20 September 2025

Tempat Perlombaan 🤸‍♀️
- Pelaksanaan lomba dilakukan secara ONLINE

Hadiah 🏃‍♀️
- Juara 1 (Absolute Winner) 💎: Rp. 2.000.000
- Juara 2-3 (Gold Medalist) 🥇: Rp. 1.000.000
- Juara 4-6 (Silver Medalist) 🥈: Rp. 750.000
- Juara 7-10 (Bronze Medalist) 🥉: Rp. 500.000
Setiap pemenang akan mendapatkan sertifikat dan uang tunai

Informasi lebih lanjut dan pendaftaran bisa dibuka melalui website berikut:
https://logicode.kokocoder.com

Good Luck, Have Fun! Sampai ketemu di Logicode!
👋🍀🥳",26,7,2025,"LOGICODE 2025  (Drum Roll)  Kokocoder kembali mengadakan kompetisi nasional Logicode 2025 ! Apa itu Logicode?  Logicode adalah kompetisi nasional di bidang Logika dan Pemrograman Kompetitif (Competitive Programming). Kompetisi ini bisa diikuti oleh siswa/i SMP dan SMA dari seluruh Indonesia yang memenuhi syarat sebagai berikut: - Duduk di kelas 7 SMP - 12 SMA - Bersekolah di Indonesia - Belum pernah memenangkan medali OSN Informatika Tanggal Perlombaan  - Babak Penyisihan: Sabtu, 16 Agustus 2025 - Babak Final: Sabtu, 20 September 2025 Tempat Perlombaan  - Pelaksanaan lomba dilakukan secara ONLINE Hadiah  - Juara 1 (Absolute Winner) : Rp. 2.000.000 - Juara 2-3 (Gold Medalist) : Rp. 1.000.000 - Juara 4-6 (Silver Medalist) : Rp. 750.000 - Juara 7-10 (Bronze Medalist) : Rp. 500.000 Setiap pemenang akan mendapatkan sertifikat dan uang tunai Informasi lebih lanjut dan pendaftaran bisa dibuka melalui website berikut: https://logicode.kokocoder.com Good Luck, Have Fun! Sampai ketemu di Logicode!",[],[],500000.0,750000.0,1000000.0
238,2025-07-26,"Take the Challenge – Make Indonesia Proud! 🇮🇩

Join the International Environmental Coding Competition 2025 and earn a chance to compete at the Final Round in Singapore! 🇸🇬

🔸 Ages 7–11: Scratch (Beginner Level)
🔸 Ages 12–16: Roblox (Advanced Level)

Face exciting challenges in 4 thrilling stages and take your place on the global stage!

📆 Deadline to register: 2 August 2025 at 23.59 WIB
🎯 Qualifier test period: 9 August – 9 September 2025 (until 23:59 WIB)
📝 Register here: bit.ly/IECCRegistration
📕 Download the guidebook: bit.ly/GuidebookIECC2025

💸 FREE registration fee for all Indonesian participants

Are you the next coding champion? Let’s go green & code the change! 🌍

#kodingnext #codingforkids #IECC2025 #codingcompetition #kompetisicodinganak #scratch #roblox #sustainablefuture #lombacoding",26,7,2025,Take the Challenge  Make Indonesia Proud!  Join the International Environmental Coding Competition 2025 and earn a chance to compete at the Final Round in Singapore!   Ages 711: Scratch (Beginner Level)  Ages 1216: Roblox (Advanced Level) Face exciting challenges in 4 thrilling stages and take your place on the global stage!  Deadline to register: 2 August 2025 at 23.59 WIB  Qualifier test period: 9 August  9 September 2025 (until 23:59 WIB)  Register here: bit.ly/IECCRegistration  Download the guidebook: bit.ly/GuidebookIECC2025  FREE registration fee for all Indonesian participants Are you the next coding champion? Lets go green & code the change!  #kodingnext #codingforkids #IECC2025 #codingcompetition #kompetisicodinganak #scratch #roblox #sustainablefuture #lombacoding,"['kodingnext', 'codingforkids', 'IECC2025', 'codingcompetition', 'kompetisicodinganak', 'scratch', 'roblox', 'sustainablefuture', 'lombacoding']",[],0.0,,
239,2025-07-26,"Registration for IGW Vocational Game Jam is still open! Team up, build a game in 48 hours, and show what you’ve got! 🎮💥

Limited slots available, register now!

#IndonesiaGameWeek #GamingExpo #GamingEvent #GameOn #PejuangEkraf",26,7,2025,"Registration for IGW Vocational Game Jam is still open! Team up, build a game in 48 hours, and show what youve got!  Limited slots available, register now! #IndonesiaGameWeek #GamingExpo #GamingEvent #GameOn #PejuangEkraf","['IndonesiaGameWeek', 'GamingExpo', 'GamingEvent', 'GameOn', 'PejuangEkraf']",[],,,
240,2025-07-26,"Admin notes:
Mohon kunjungi @beefestbinus untuk informasi lebih lanjut",26,7,2025,Admin notes: Mohon kunjungi @beefestbinus untuk informasi lebih lanjut,[],['beefestbinus'],,,
241,2025-07-26,"🚀 POSTER RESMI TELAH DILUNCURKAN! 🌐
Siapkan tim terbaikmu dan tunjukkan kemampuan di bidang Web Development!

🔥 INCEPTION 2025 - WEB DEVELOPMENT COMPETITION hadir dengan total prizepool hingga Rp 6.000.000++!
📆 Open Registration: Mulai 28 Juli 2025
💸 Biaya Pendaftaran: Rp 75.000
📥 Daftar sekarang melalui QR Code di poster atau hubungi CP di bawah!

👤 Contact Person:
📞 Ayesha – 0813 8251 1475
📞 Aisyah – 0895 3573 24419

📍Transfer ke:
Bank Mandiri - 1290014397455 a.n. Sonya Ridesia Hastari

Jangan lewatkan kesempatan untuk mengasah skill dan menangkan hadiahnya!
#Inception2025 #WebDevCompetition #HMTIFTrisakti #UniversitasTrisakti #WebDevelopment",26,7,2025,POSTER RESMI TELAH DILUNCURKAN!  Siapkan tim terbaikmu dan tunjukkan kemampuan di bidang Web Development!  INCEPTION 2025 - WEB DEVELOPMENT COMPETITION hadir dengan total prizepool hingga Rp 6.000.000++!  Open Registration: Mulai 28 Juli 2025  Biaya Pendaftaran: Rp 75.000  Daftar sekarang melalui QR Code di poster atau hubungi CP di bawah!  Contact Person:  Ayesha  0813 8251 1475  Aisyah  0895 3573 24419 Transfer ke: Bank Mandiri - 1290014397455 a.n. Sonya Ridesia Hastari Jangan lewatkan kesempatan untuk mengasah skill dan menangkan hadiahnya! #Inception2025 #WebDevCompetition #HMTIFTrisakti #UniversitasTrisakti #WebDevelopment,"['Inception2025', 'WebDevCompetition', 'HMTIFTrisakti', 'UniversitasTrisakti', 'WebDevelopment']",[],75000.0,6000000.0,
242,2025-07-26,"🚨 Are you an indie dev in Indonesia?
 @w3ggofficial is giving you the stage.
 
Pitch your game at Gam3 Arena 2025, win funding, and maybe even land a publishing deal.

🎮 Submit now: https://www.w3gg.io/indie-pitch-battle
 🗓️ Deadline: July 27

#IndiePitchBattle2025 #Gam3Arena2025 #W3GG",26,7,2025,"Are you an indie dev in Indonesia?  @w3ggofficial is giving you the stage.   Pitch your game at Gam3 Arena 2025, win funding, and maybe even land a publishing deal.  Submit now: https://www.w3gg.io/indie-pitch-battle   Deadline: July 27 #IndiePitchBattle2025 #Gam3Arena2025 #W3GG","['IndiePitchBattle2025', 'Gam3Arena2025', 'W3GG']",['w3ggofficial'],,,
243,2025-07-26,"🚀 ICONIC IT 2025 IS HERE! 🔥

Total Hadiah Hingga Rp15.000.000 siap jadi milikmu! 💸✨
Tunjukkan kemampuan terbaikmu di ajang Nasional dan menangkan pengakuan serta sertifikat prestisius! 🎓🏆

📌 Kategori Lomba:
💡 UI/UX Design
📊 Data Science
🔐 Cryptography

💰 Biaya pendaftaran hanya 100K / Tim

📅 Deadline Pendaftaran & Pengumpulan Karya: 31 Agustus 2025
🔗 Daftar sekarang di: bit.ly/PendaftaranLombaICONICIT2025

📞 CP: Muhammad Yusril Fauzi - 0858-4658-6843
📍 Seminar Nasional: 20 Oktober 2025

Jangan lewatkan kesempatan ini untuk upgrade skill, relasi, dan portofoliomu!
Tag tim kamu dan siap-siap jadi ikon IT berikutnya! 🌟

#ICONICIT2025 #KompetisiNasional #UIUXCompetition #DataScienceIndonesia #CryptographyChallenge #LombaMahasiswa #InformaticsCompetition #SeminarNasional",26,7,2025,"ICONIC IT 2025 IS HERE!  Total Hadiah Hingga Rp15.000.000 siap jadi milikmu!  Tunjukkan kemampuan terbaikmu di ajang Nasional dan menangkan pengakuan serta sertifikat prestisius!   Kategori Lomba:  UI/UX Design  Data Science  Cryptography  Biaya pendaftaran hanya 100K / Tim  Deadline Pendaftaran & Pengumpulan Karya: 31 Agustus 2025  Daftar sekarang di: bit.ly/PendaftaranLombaICONICIT2025  CP: Muhammad Yusril Fauzi - 0858-4658-6843  Seminar Nasional: 20 Oktober 2025 Jangan lewatkan kesempatan ini untuk upgrade skill, relasi, dan portofoliomu! Tag tim kamu dan siap-siap jadi ikon IT berikutnya!  #ICONICIT2025 #KompetisiNasional #UIUXCompetition #DataScienceIndonesia #CryptographyChallenge #LombaMahasiswa #InformaticsCompetition #SeminarNasional","['ICONICIT2025', 'KompetisiNasional', 'UIUXCompetition', 'DataScienceIndonesia', 'CryptographyChallenge', 'LombaMahasiswa', 'InformaticsCompetition', 'SeminarNasional']",[],100000.0,15000000.0,
244,2025-07-26,"🌟 *[OPEN REGISTRATION – PORTAL 7 INTERNATIONAL COMPETITION]* 🌟

Hello Digital Creator! 👋

*PORTAL 7 INTERNATIONAL COMPETITION is calling for you!* 🚀 

We’re opening registration for exciting competitions where you can compete, grow, and shine! Choose your battle, bring your A-game, and let the world see what you’ve got! 💥

📝 *Register here:*
📎 UI/UX Design https://ipb.link/portal7-uiuxdesign-competition-registration
📎Short Movie https://ipb.link/portal7-shortmovie-competition-registration
📎Digital Poster https://ipb.link/portal7-digitalcampaignposter-competition-registration

📘 *Competition Booklet:*
📎 https://ipb.link/portal7-booklet

🗓 *Registration Deadline:* 11th of July – 10th of August 2025

Let’s compete with passion and purpose! 🏆
—————————

☎𝐑𝐞𝐚𝐜𝐡 𝐮𝐬:
UI/UX Design – Nadia | (+62 811-8622-805)
Short Movie – Nana | (+62 896-2195-5267)
Digital Poster – Early | (+62 822-3105-0592)

📲 | instagram.com/portal_ipb
📩 | portal.ipbuniversity@gmail.com

𝐄𝐦𝐩𝐨𝐰𝐞𝐫𝐞𝐝 𝐛𝐲 𝐈𝐧𝐬𝐩𝐢𝐫𝐚𝐭𝐢𝐨𝐧, 𝐃𝐫𝐢𝐯𝐞𝐧 𝐛𝐲 𝐈𝐧𝐧𝐨𝐯𝐚𝐭𝐢𝐨𝐧! 🌟",26,7,2025,"*[OPEN REGISTRATION  PORTAL 7 INTERNATIONAL COMPETITION]*  Hello Digital Creator!  *PORTAL 7 INTERNATIONAL COMPETITION is calling for you!*   Were opening registration for exciting competitions where you can compete, grow, and shine! Choose your battle, bring your A-game, and let the world see what youve got!   *Register here:*  UI/UX Design https://ipb.link/portal7-uiuxdesign-competition-registration Short Movie https://ipb.link/portal7-shortmovie-competition-registration Digital Poster https://ipb.link/portal7-digitalcampaignposter-competition-registration  *Competition Booklet:*  https://ipb.link/portal7-booklet  *Registration Deadline:* 11th of July  10th of August 2025 Lets compete with passion and purpose!    : UI/UX Design  Nadia | (+62 811-8622-805) Short Movie  Nana | (+62 896-2195-5267) Digital Poster  Early | (+62 822-3105-0592)  | instagram.com/portal_ipb  | portal.ipbuniversity@gmail.com   ,   !",[],['gmail'],,,
245,2025-07-26,"🎮 𝐋𝐎𝐌𝐁𝐀 𝐓𝐈𝐊 𝐓𝐈𝐍𝐆𝐊𝐀𝐓 𝐍𝐀𝐒𝐈𝐎𝐍𝐀𝐋 - 𝐓𝐄𝐂𝐇𝐓𝐎𝐏𝐈𝐀 𝐕𝐎𝐋.𝟏 🚀

""START IT: Spark Talent and Rise Through Innovation & Technology""
Saatnya kamu buktikan pelajar masa kini bisa berkarya, berdampak, dan menginspirasi lewat teknologi! 

TECHTOPIA Vol.1 hadir dengan serangkaian lomba tingkat nasional berbasis teknologi digital yang dilaksanakan SECARA ONLINE 💻🌐

📌 Kategori Lomba:
• Lomba Poster
• Lomba TKJ Packet Tracer
• Lomba Video Kreatif
• Lomba Web Design

👥 Peserta: Siswa/i SMA/SMK/MA/sederajat dari seluruh Indonesia

📆 Timeline Pendaftaran:
• Gelombang 1: 21 Juli – 08 Agustus 2025
• Gelombang 2: 11 – 30 Agustus 2025

🏆 Hadiah?
✨ Medali
✨ E-Sertifikat
✨ Uang Pembinaan

Daftar sekarang dengan scan QR di pamflet atau kunjungi:
🌐 techtopia.hmjtiundiksha.com

📞 Narahubung:
• Krisna (0857-3863-9663) – Lomba Web Design 
• Prema (0851-5512-4055) – Lomba Poster Digital 
• Brilianta (0831-1999-1458) – Lomba Video Kreatif 
• Agastya (0857-3963-5061) – Lomba TKJ Packet Tracer 

💬 Yuk tag temanmu dan mulai brainstorm ide dari sekarang!
Let’s start it, let’s make it! 🚀💻 

Temukan akun resmi kami di media sosial & website berikut:
📲 Instagram Techtopia: @techtopia.hmjti
📲 Instagram HMJTI: @hmj_ti.undiksha
📹 TikTok: @hmj_ti.undiksha
📺 YouTube: @hmjtiundiksha
🌐 Website: techtopia.hmjtiundiksha.com

_______________________________________

#Techtopia
#TechtopiaVol1
#StartIT
#HMJTIUndiksha
#KabinetSatyaPramayudha
#LombaTIK
#LombaPoster
#LombaVideoKreatif
#LombaWebDesign",26,7,2025,"-  .  ""START IT: Spark Talent and Rise Through Innovation & Technology"" Saatnya kamu buktikan pelajar masa kini bisa berkarya, berdampak, dan menginspirasi lewat teknologi!  TECHTOPIA Vol.1 hadir dengan serangkaian lomba tingkat nasional berbasis teknologi digital yang dilaksanakan SECARA ONLINE   Kategori Lomba:  Lomba Poster  Lomba TKJ Packet Tracer  Lomba Video Kreatif  Lomba Web Design  Peserta: Siswa/i SMA/SMK/MA/sederajat dari seluruh Indonesia  Timeline Pendaftaran:  Gelombang 1: 21 Juli  08 Agustus 2025  Gelombang 2: 11  30 Agustus 2025  Hadiah?  Medali  E-Sertifikat  Uang Pembinaan Daftar sekarang dengan scan QR di pamflet atau kunjungi:  techtopia.hmjtiundiksha.com  Narahubung:  Krisna (0857-3863-9663)  Lomba Web Design   Prema (0851-5512-4055)  Lomba Poster Digital   Brilianta (0831-1999-1458)  Lomba Video Kreatif   Agastya (0857-3963-5061)  Lomba TKJ Packet Tracer   Yuk tag temanmu dan mulai brainstorm ide dari sekarang! Lets start it, lets make it!   Temukan akun resmi kami di media sosial & website berikut:  Instagram Techtopia: @techtopia.hmjti  Instagram HMJTI: @hmj_ti.undiksha  TikTok: @hmj_ti.undiksha  YouTube: @hmjtiundiksha  Website: techtopia.hmjtiundiksha.com _______________________________________ #Techtopia #TechtopiaVol1 #StartIT #HMJTIUndiksha #KabinetSatyaPramayudha #LombaTIK #LombaPoster #LombaVideoKreatif #LombaWebDesign","['Techtopia', 'TechtopiaVol1', 'StartIT', 'HMJTIUndiksha', 'KabinetSatyaPramayudha', 'LombaTIK', 'LombaPoster', 'LombaVideoKreatif', 'LombaWebDesign']","['techtopia', 'hmj_ti', 'hmj_ti', 'hmjtiundiksha']",,,
246,2025-07-24,"Presents: SCRATCH Competition
Theme: 🇮🇩 Explore Indonesia: From Island to Innovation 🇮🇩

📅 Registration:16 - 31 July 2025
📣 Final Announcement: 2 August
🏅 Winners Announcement: 17 August.

💻 This is an Online and Individual Competition, participants from all over Indonesia are welcome to join

🎯 There are 3 categories of entry: 
Beginner (Grade 1-3)
Intermediate (Grade 4-6)
Advance (Grade 7-9)

🔥 All participants receive Certificate of Participation

🔔 Registration fee: IDR 50.000
🔗 Registration Link https://tinyurl.com/ITAScratchCompetition2025 (also in bio)

For further information, contact our WhatsApp Admin; 0821-3044-7740 [Ms. Mely]",24,7,2025,"Presents: SCRATCH Competition Theme:  Explore Indonesia: From Island to Innovation   Registration:16 - 31 July 2025  Final Announcement: 2 August  Winners Announcement: 17 August.  This is an Online and Individual Competition, participants from all over Indonesia are welcome to join  There are 3 categories of entry:  Beginner (Grade 1-3) Intermediate (Grade 4-6) Advance (Grade 7-9)  All participants receive Certificate of Participation  Registration fee: IDR 50.000  Registration Link https://tinyurl.com/ITAScratchCompetition2025 (also in bio) For further information, contact our WhatsApp Admin; 0821-3044-7740 [Ms. Mely]",[],[],50000.0,,
